"Site";"Rio";"Segmento";"Ponto_N";"Bacia";"Trecho";"Habitat";"Data";"Data_txt";"Coleta";"Ponto";"Ref_site";"Especie";"Compr.total_mm";"Compr.padrao_mm";"Altura_mm";"Peso_mg";"Peso_g";"RPC";"Observação.(*)";"Amostra_tipo";"Etiqueta1";"Etiqueta2";"No._Peixe1";"Etiqueta3";"No._Peixe2";"Peso_epp_g";"Peso_úmido_g";"Peso_brânquia_mg";"Fluorescência_rfu_T1";"Fluorescência_rfu_T2";"Fluorescência_rfu_T3";"Fluorescência_rfu_M";"Rodamina_rfu_mg";"Peso_epp_brânquias_g";"Peso_epp_úmido_brânquias_g";"Peso_epp_seco_brânquias_mg";"Peso_úmido_brânquias_mg";"Peso_seco_brânquias_mg";"TH_branquia";"TH_branquia_p";"Peso_epp_músculo_g";"Peso_epp_úmido_músculo_g";"Peso_epp_seco_músculo_mg";"Peso_úmido_músculo_mg";"Peso_seco_músculo_mg";"TH_musculo";"TH_musculo_p";"Proteinas_Totais_mg"
"4-10-112";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";22.4;19.3;5.4;109;0.109;0.0145982142857143;NA;"rd";"4-10-112";"4-10-112";"P112";"4-10-112";"P112";1.1024;1.1104;8.00000000000001;649309;687041;706425;680925;85115.6249999999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-113";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";28.8;23.8;6.9;188;0.188;0.0195833333333333;NA;"rd";"4-10-113";"4-10-113";"P113";"4-10-113";"P113";0.9109;0.9213;10.4;809992;988352;882984;893776;85940.0000000003;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XcRB:1";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";32.3;26.6;7.7;313;0.313;0.0290712074303406;NA;"xx";"4-10-XcRB:1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XcRB:2";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";44.4;36.9;9;743;0.743;0.0502027027027027;NA;"xx";"4-10-XcRB:2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XcRB:3";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";29.1;23.1;6.2;233;0.233;0.024020618556701;NA;"xx";"4-10-XcRB:3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XcRB:4";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";41.9;32.6;8.4;602;0.602;0.0431026252983294;NA;"xx";"4-10-XcRB:4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XcRB:5";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";50.4;39.4;10.8;1004;1.004;0.0597619047619048;NA;"xx";"4-10-XcRB:5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XcRB:6";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";29.8;24;7.1;255;0.255;0.0256711409395973;NA;"xx";"4-10-XcRB:6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XcRB:7";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";17.8;11.2;4.6;68;0.068;0.0114606741573034;NA;"xx";"4-10-XcRB:7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XcRB:8";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";27.7;23.6;6.5;224;0.224;0.0242599277978339;NA;"xx";"4-10-XcRB:8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XcRB:9";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";19.1;16.3;4.8;79;0.079;0.0124083769633508;NA;"xx";"4-10-XcRB:9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XcRB:10";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";33.5;23.2;6.8;234;0.234;0.020955223880597;NA;"xx";"4-10-XcRB:10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XcRB:11";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";29.6;25.1;7.4;295;0.295;0.0298986486486486;NA;"xx";"4-10-XcRB:11";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XcRB:12";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";27.1;22.1;6.4;201;0.201;0.0222509225092251;NA;"xx";"4-10-XcRB:12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XcRB:13";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";26.5;22.3;5.8;150;0.15;0.0169811320754717;NA;"xx";"4-10-XcRB:13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XcRB:14";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";23.1;18.6;5;112;0.112;0.0145454545454545;NA;"xx";"4-10-XcRB:14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XcRB:15";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";28.8;23.1;6.7;238;0.238;0.0247916666666667;NA;"xx";"4-10-XcRB:15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XcRB:16";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";25.4;19.7;4.5;115;0.115;0.0135826771653543;NA;"xx";"4-10-XcRB:16";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XcRB:17";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";28;22.9;5.8;169;0.169;0.0181071428571429;NA;"xx";"4-10-XcRB:17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XcRB:18";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";30.9;25.2;6.4;296;0.296;0.0287378640776699;NA;"xx";"4-10-XcRB:18";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:1";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";33.8;23.1;9.4;672;0.672;0.0596449704142012;NA;"xx";"4-10-XsRB:1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:2";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";25.4;19.7;4.5;115;0.115;0.0135826771653543;NA;"xx";"4-10-XsRB:2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:3";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";27.6;22.7;5.1;169;0.169;0.0183695652173913;NA;"xx";"4-10-XsRB:3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:4";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus marginatus";27.1;21;4.6;127;0.127;0.0140590405904059;NA;"xx";"4-10-XsRB:4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:5";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus marginatus";25.6;19.7;4.7;121;0.121;0.0141796875;NA;"xx";"4-10-XsRB:5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:6";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";31.3;24;6.2;223;0.223;0.0213738019169329;NA;"xx";"4-10-XsRB:6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:7";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";25.7;20.8;6.3;179;0.179;0.0208949416342412;NA;"xx";"4-10-XsRB:7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:8";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";43.1;33.8;9;641;0.641;0.0446171693735499;NA;"xx";"4-10-XsRB:8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:9";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";29.4;23.9;5.6;237;0.237;0.0241836734693878;NA;"xx";"4-10-XsRB:9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:10";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";29.2;22.9;5.8;166;0.166;0.0170547945205479;NA;"xx";"4-10-XsRB:10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:11";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus unilineatus";35.3;26.4;8.3;363;0.363;0.0308498583569405;NA;"xx";"4-10-XsRB:11";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:12";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";17;12.9;2.4;36;0.036;0.00635294117647059;NA;"xx";"4-10-XsRB:12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:13";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus marginatus";22.1;17.5;3.9;73;0.073;0.00990950226244344;NA;"xx";"4-10-XsRB:13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:14";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";31;23.8;6.7;281;0.281;0.0271935483870968;NA;"xx";"4-10-XsRB:14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:15";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";27.1;22.1;6.3;204;0.204;0.0225830258302583;NA;"xx";"4-10-XsRB:15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:16";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";24.3;20.2;5.5;135;0.135;0.0166666666666667;NA;"xx";"4-10-XsRB:16";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:17";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus marginatus";22.9;18.4;4.2;92;0.092;0.0120524017467249;NA;"xx";"4-10-XsRB:17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:18";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";24.3;20.3;5.1;156;0.156;0.0192592592592593;NA;"xx";"4-10-XsRB:18";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:19";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";29.5;23.2;6;256;0.256;0.0260338983050847;NA;"xx";"4-10-XsRB:19";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:20";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";26.8;22.1;6.9;206;0.206;0.0230597014925373;NA;"xx";"4-10-XsRB:20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:21";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";14.3;11.2;2.3;29;0.029;0.00608391608391608;NA;"xx";"4-10-XsRB:21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:22";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus marginatus";27.5;21;3.6;123;0.123;0.0134181818181818;NA;"xx";"4-10-XsRB:22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:23";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";16.4;13.2;3.3;41;0.041;0.0075;NA;"xx";"4-10-XsRB:23";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:24";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";27.6;22.2;6;189;0.189;0.0205434782608696;NA;"xx";"4-10-XsRB:24";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:25";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";31.3;24.6;6.9;238;0.238;0.0228115015974441;NA;"xx";"4-10-XsRB:25";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:26";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";29;23.4;6;216;0.216;0.0223448275862069;NA;"xx";"4-10-XsRB:26";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:27";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";29.5;24.2;6.1;211;0.211;0.0214576271186441;NA;"xx";"4-10-XsRB:27";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:28";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";24.5;20.1;4.9;213;0.213;0.0260816326530612;NA;"xx";"4-10-XsRB:28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:29";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";26.3;21.7;6;178;0.178;0.0203041825095057;NA;"xx";"4-10-XsRB:29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:30";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";25.3;21.1;4.9;154;0.154;0.0182608695652174;NA;"xx";"4-10-XsRB:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:31";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";26.2;22.3;6.3;186;0.186;0.0212977099236641;NA;"xx";"4-10-XsRB:31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:32";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";23.5;19;5.1;112;0.112;0.0142978723404255;NA;"xx";"4-10-XsRB:32";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:33";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";28.8;22.3;6.5;214;0.214;0.0222916666666667;NA;"xx";"4-10-XsRB:33";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:34";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";28.4;23.3;6.3;176;0.176;0.0185915492957746;NA;"xx";"4-10-XsRB:34";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:35";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";22.9;17.6;5;104;0.104;0.0136244541484716;NA;"xx";"4-10-XsRB:35";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:36";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus marginatus";19.9;16.4;3.9;60;0.06;0.00904522613065327;NA;"xx";"4-10-XsRB:36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:37";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";28.8;23.1;6.2;224;0.224;0.0233333333333333;NA;"xx";"4-10-XsRB:37";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:38";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";30.5;24;6.2;238;0.238;0.0234098360655738;NA;"xx";"4-10-XsRB:38";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:39";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";27;21.6;5.7;180;0.18;0.02;NA;"xx";"4-10-XsRB:39";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-XsRB:40";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";23.8;19.1;4.8;125;0.125;0.0157563025210084;NA;"xx";"4-10-XsRB:40";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
